1.005677014	1.466612656	0.012444488	0.017203105
1.024435491	1.513684503	0.007612003	0.088264241
1.048641383	1.563863083	0.035928092	0.018255731
1.099365558	1.704912939	0.041539203	0.072285908
1.225840728	1.745529067	0.018673171	0.040398222
1.29288383	1.751110241	0.00314206	0.015214875
1.306909072	1.804944208	0.04185242	0.039920411
1.510389306	1.97577448	0.011151978	0.076967683
1.522641067	1.983702668	0.04355431	0.044194475
1.539840947	1.991306866	0.047699388	0.048547841
1.565499756	2.125601907	0.016448402	0.007918628
1.653743884	2.148418726	0.011485864	0.000548911
1.773681867	2.153360217	0.043993576	0.072492805
1.77628184	2.159796484	0.049115668	0.033523398
1.816350027	2.177151877	0.028565415	0.023916345
1.837343977	2.19597041	0.037946094	0.076579201
1.848369928	2.224836201	0.012552407	0.054790942
1.918563884	2.244287155	0.046237684	0.001090604
2.022373731	2.250681252	0.026817029	0.003206289
2.125759399	2.257680856	0.022394223	0.095899882
2.280925932	2.281612904	0.002017886	0.057369928
2.391796021	2.322303783	0.037035304	0.044057956
2.579830001	2.334460442	0.046580099	0.015300568
2.746389739	2.359321734	0.00061593	0.032283517
2.747341835	2.375346998	0.046339106	0.084708023
2.902967362	2.404015222	0.026300812	0.006809506
3.004978201	2.432575153	0.003427576	0.097407929
3.047040488	2.455303609	0.001499479	0.079421048
3.068107419	2.457321539	0.030204132	0.064079079
3.14107339	2.466424675	0.012283627	0.099166694
3.210105473	2.508787094	0.037303601	0.055364305
3.260924217	2.515149917	0.03419795	0.028161774
3.535067565	2.535264498	0.015708059	0.055759016
3.68154933	2.563525517	0.034613312	0.04898615
3.819605594	2.56455913	0.019795266	0.002433098
3.965573992	2.607513382	0.000419803	0.094250873
4.158625541	2.615573766	0.035233824	0.090535923
4.170240629	2.633668362	0.004384885	0.053021794
4.205570224	2.650187273	0.003816312	0.013857065
4.290433191	2.667759236	0.017772245	0.006020783
4.539765133	2.671406511	0.019212587	0.037675376
4.598059707	2.685328387	0.002442536	0.074248408
4.632621379	2.71222683	0.004769968	0.083513206
4.779636745	2.735899035	0.022676216	0.049992318
4.79656919	2.764331425	0.006805494	0.051736762
4.815121256	2.790408464	0.04767837	0.08537931
4.863858432	2.798733725	0.037284618	0.081221471
5.095091057	2.808922527	0.019209007	0.014494683
5.141555483	2.820899383	0.041297222	0.063945008
5.457865106	2.870334233	0.019699489	0.098930753
5.699097265	2.87093127	0.025302811	0.05969946
5.741183235	2.955247652	0.046210305	0.064003718
5.746191465	2.961264075	0.043906195	0.00308365
5.955350166	2.965151495	0.015553001	0.067495853
6.004048322	2.987334277	0.006212169	0.022025566
6.334487255	3.00864325	0.032585588	0.092427907
6.37230568	3.04089908	0.011609533	0.019122036
6.504022601	3.110081568	0.033971716	0.006172032
6.50704653	3.15130526	0.04914897	0.045105214
6.558738857	3.157582227	0.0106599	0.017820671
6.598848708	3.166668342	0.013516706	0.043054791
6.781923623	3.168547202	0.017246585	0.079451001
6.852371319	3.19334716	0.04859842	0.023502074
6.909463165	3.247696024	0.021195989	0.080586107
6.916603752	3.249792517	0.021570493	0.057285987
7.012963818	3.262762289	0.047740366	0.037794227
7.031153344	3.265064614	0.026828238	0.033641594
7.060295213	3.2666765	0.04206193	0.059857265
7.180581807	3.287248471	0.03225608	0.02802696
7.196142839	3.291424468	0.010202086	0.06761728
7.233441727	3.295617985	0.034385766	0.042470834
7.320931692	3.329646874	0.035401383	0.092313588
7.385527314	3.362548092	0.011201739	0.018342694
7.42383707	3.366755707	0.026428626	0.038943044
7.498888384	3.393807063	0.004338591	0.069331826
7.638229169	3.397937718	0.04440751	0.063461021
7.778494187	3.404803321	0.027637408	0.072324905
7.793258009	3.436929525	0.002555037	0.057480003
8.019020407	3.467546639	0.023113643	0.055245287
8.083009756	3.512386131	0.00343546	0.041222049
8.086950793	3.565533514	0.022675195	0.039631065
8.237266759	3.574466832	0.016471388	0.044288909
8.267237281	3.586324273	0.044321728	0.01415005
8.464261233	3.604337655	0.006383242	0.019863306
8.688418617	3.642934825	0.043050344	0.036202271
8.702167734	3.653466942	0.013573479	0.010847451
8.928377815	3.671326955	0.045891136	0.006126334
8.943816003	3.684964399	0.046677672	0.046510875
9.054189997	3.686241459	0.023265142	0.061311465
9.12543036	3.699444215	0.032489835	0.006558408
9.368176402	3.786361389	0.000877488	0.036304187
9.461676887	3.852922612	0.026393043	0.074807356
9.467202659	3.886524969	0.049353492	0.056336076
9.491030082	3.891105525	0.017065563	0.077684592
9.499304798	3.893343743	0.048820864	0.09262141
9.522005161	3.972128817	0.036214896	0.066133463
9.672789604	3.989853185	0.043926664	0.068099467
9.677514704	3.995583059	0.027390764	0.022893873
9.837903395	3.998631307	0.004923117	0.099320488
9.995475249	4.043771982	0.024184027	0.073060419
